LATITUDE,LONGITUDE,HourlyPrecipitation,HourlyWindSpeed,DATES
40.77898,-73.96925,0.00,14.0,2012-11-08T21:51:00
40.77898,-73.96925,0.00,8.0,2012-11-08T22:51:00
40.77898,-73.96925,0.00,9.0,2012-11-08T23:51:00
40.77898,-73.96925,0.00,6.0,2012-11-09T00:51:00
40.77898,-73.96925,0.00,11.0,2012-11-09T01:51:00
40.77898,-73.96925,0.00,8.0,2012-11-09T02:51:00
40.77898,-73.96925,0.00,7.0,2012-11-09T03:51:00
40.77898,-73.96925,0.00,8.0,2012-11-09T04:51:00
40.77898,-73.96925,0.00,8.0,2012-11-09T05:51:00
40.77898,-73.96925,0.00,10.0,2012-11-09T06:51:00
40.77898,-73.96925,0.00,10.0,2012-11-09T07:51:00
40.77898,-73.96925,0.00,9.0,2012-11-09T08:51:00
40.77898,-73.96925,0.00,10.0,2012-11-09T09:51:00
40.77898,-73.96925,0.00,11.0,2012-11-09T10:51:00
40.77898,-73.96925,0.00,11.0,2012-11-09T11:51:00
40.77898,-73.96925,0.00,9.0,2012-11-09T12:51:00
40.77898,-73.96925,0.00,10.0,2012-11-09T13:51:00
40.77898,-73.96925,0.00,7.0,2012-11-09T14:51:00
40.77898,-73.96925,0.00,7.0,2012-11-09T15:51:00
40.77898,-73.96925,0.00,7.0,2012-11-09T17:51:00
40.77898,-73.96925,0.00,8.0,2012-11-09T18:51:00
40.77898,-73.96925,0.00,3.0,2012-11-09T20:51:00
40.77898,-73.96925,0.00,6.0,2012-11-09T21:51:00
40.77898,-73.96925,0.00,3.0,2012-11-09T22:51:00
40.77898,-73.96925,0.00,5.0,2012-11-09T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-10T00:51:00
40.77898,-73.96925,0.00,5.0,2012-11-10T01:51:00
40.77898,-73.96925,0.00,6.0,2012-11-10T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-10T03:51:00
40.77898,-73.96925,0.00,3.0,2012-11-10T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-10T05:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T06:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T07:51:00
40.77898,-73.96925,0.00,6.0,2012-11-10T08:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T09:51:00
40.77898,-73.96925,0.00,5.0,2012-11-10T10:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T11:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T12:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T13:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T14:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T15:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T16:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T17:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T18:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T19:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T20:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T21:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T22:51:00
40.77898,-73.96925,0.00,0.0,2012-11-10T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T01:51:00
40.77898,-73.96925,0.00,5.0,2012-11-11T03:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-11T05:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T06:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T07:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T08:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T09:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T10:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T11:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T12:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T13:51:00
40.77898,-73.96925,0.00,6.0,2012-11-11T14:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T15:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T16:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-11T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-11T19:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T20:51:00
40.77898,-73.96925,0.00,5.0,2012-11-11T21:51:00
40.77898,-73.96925,0.00,3.0,2012-11-11T22:51:00
40.77898,-73.96925,0.00,0.0,2012-11-11T23:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T00:51:00
40.77898,-73.96925,0.00,3.0,2012-11-12T01:51:00
40.77898,-73.96925,0.00,7.0,2012-11-12T02:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T04:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T05:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T06:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T07:51:00
40.77898,-73.96925,0.00,0.0,2012-11-12T08:51:00
40.77898,-73.96925,0.00,3.0,2012-11-12T09:51:00
40.77898,-73.96925,0.00,3.0,2012-11-12T10:51:00
40.77898,-73.96925,0.00,6.0,2012-11-12T11:51:00
40.77898,-73.96925,0.00,7.0,2012-11-12T12:51:00
40.77898,-73.96925,0.00,7.0,2012-11-12T13:51:00
40.77898,-73.96925,0.00,9.0,2012-11-12T14:51:00
40.77898,-73.96925,0.00,10.0,2012-11-12T15:51:00
40.77898,-73.96925,0.00,5.0,2012-11-12T16:51:00
40.77898,-73.96925,0.00,9.0,2012-11-12T17:51:00
40.77898,-73.96925,0.00,3.0,2012-11-12T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-12T19:51:00
40.77898,-73.96925,0.00,5.0,2012-11-12T21:51:00
40.77898,-73.96925,0.00,7.0,2012-11-12T22:51:00
40.77898,-73.96925,0.00,7.0,2012-11-12T23:51:00
40.77898,-73.96925,0.00,6.0,2012-11-13T00:51:00
40.77898,-73.96925,0.00,8.0,2012-11-13T01:51:00
40.77898,-73.96925,0.00,6.0,2012-11-13T02:51:00
40.77898,-73.96925,0.00,6.0,2012-11-13T03:51:00
40.77898,-73.96925,0.05,9.0,2012-11-13T04:49:00
40.77898,-73.96925,0.06,6.0,2012-11-13T04:51:00
40.77898,-73.96925,0,5.0,2012-11-13T05:51:00
40.77898,-73.96925,0,5.0,2012-11-13T05:58:00
40.77898,-73.96925,0,6.0,2012-11-13T06:51:00
40.77898,-73.96925,0,5.0,2012-11-13T07:18:00
40.77898,-73.96925,0,5.0,2012-11-13T07:40:00
40.77898,-73.96925,0,7.0,2012-11-13T07:51:00
40.77898,-73.96925,0,5.0,2012-11-13T08:51:00
40.77898,-73.96925,0.01s,8.0,2012-11-13T09:51:00
40.77898,-73.96925,0.01,7.0,2012-11-13T10:18:00
40.77898,-73.96925,0,7.0,2012-11-13T10:51:00
40.77898,-73.96925,0.01,3.0,2012-11-13T11:40:00
40.77898,-73.96925,0.01,3.0,2012-11-13T11:51:00
40.77898,-73.96925,0,8.0,2012-11-13T12:51:00
40.77898,-73.96925,0.01,5.0,2012-11-13T13:51:00
40.77898,-73.96925,0.00,3.0,2012-11-13T14:51:00
40.77898,-73.96925,0.00,8.0,2012-11-13T15:51:00
40.77898,-73.96925,0.00,7.0,2012-11-13T16:51:00
40.77898,-73.96925,0.00,3.0,2012-11-13T17:51:00
40.77898,-73.96925,0.00,6.0,2012-11-13T18:51:00
40.77898,-73.96925,0.00,7.0,2012-11-13T19:51:00
40.77898,-73.96925,0.00,8.0,2012-11-13T20:51:00
40.77898,-73.96925,0.00,5.0,2012-11-13T21:51:00
40.77898,-73.96925,0.00,6.0,2012-11-13T22:51:00
40.77898,-73.96925,0.00,10.0,2012-11-13T23:51:00
40.77898,-73.96925,0.00,8.0,2012-11-14T00:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T01:51:00
40.77898,-73.96925,0.00,9.0,2012-11-14T02:51:00
40.77898,-73.96925,0.00,0.0,2012-11-14T03:51:00
40.77898,-73.96925,0.00,8.0,2012-11-14T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-14T05:51:00
40.77898,-73.96925,0.00,8.0,2012-11-14T06:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T07:51:00
40.77898,-73.96925,0.00,9.0,2012-11-14T08:51:00
40.77898,-73.96925,0.00,8.0,2012-11-14T09:51:00
40.77898,-73.96925,0.00,10.0,2012-11-14T10:51:00
40.77898,-73.96925,0.00,6.0,2012-11-14T11:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T12:51:00
40.77898,-73.96925,0.00,6.0,2012-11-14T13:51:00
40.77898,-73.96925,0.00,0.0,2012-11-14T14:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T15:51:00
40.77898,-73.96925,0.00,6.0,2012-11-14T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-14T18:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T19:51:00
40.77898,-73.96925,0.00,8.0,2012-11-14T20:51:00
40.77898,-73.96925,0.00,7.0,2012-11-14T21:51:00
40.77898,-73.96925,0.00,6.0,2012-11-14T22:51:00
40.77898,-73.96925,0.00,5.0,2012-11-14T23:51:00
40.77898,-73.96925,0.00,6.0,2012-11-15T00:51:00
40.77898,-73.96925,0.00,9.0,2012-11-15T01:51:00
40.77898,-73.96925,0.00,6.0,2012-11-15T02:51:00
40.77898,-73.96925,0.00,6.0,2012-11-15T03:51:00
40.77898,-73.96925,0.00,0.0,2012-11-15T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T06:51:00
40.77898,-73.96925,0.00,10.0,2012-11-15T07:51:00
40.77898,-73.96925,0.00,8.0,2012-11-15T08:51:00
40.77898,-73.96925,0.00,11.0,2012-11-15T09:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T10:51:00
40.77898,-73.96925,0.00,3.0,2012-11-15T11:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T12:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T13:51:00
40.77898,-73.96925,0.00,0.0,2012-11-15T14:51:00
40.77898,-73.96925,0.00,6.0,2012-11-15T15:51:00
40.77898,-73.96925,0.00,0.0,2012-11-15T16:51:00
40.77898,-73.96925,0.00,3.0,2012-11-15T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T19:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T20:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T21:51:00
40.77898,-73.96925,0.00,5.0,2012-11-15T22:51:00
40.77898,-73.96925,0.00,0.0,2012-11-15T23:51:00
40.77898,-73.96925,0.00,0.0,2012-11-16T00:51:00
40.77898,-73.96925,0.00,0.0,2012-11-16T01:51:00
40.77898,-73.96925,0.00,0.0,2012-11-16T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-16T03:51:00
40.77898,-73.96925,0.00,3.0,2012-11-16T04:51:00
40.77898,-73.96925,0.00,3.0,2012-11-16T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-16T06:51:00
40.77898,-73.96925,0.00,5.0,2012-11-16T07:51:00
40.77898,-73.96925,0.00,7.0,2012-11-16T08:51:00
40.77898,-73.96925,0.00,7.0,2012-11-16T09:51:00
40.77898,-73.96925,0.00,6.0,2012-11-16T10:51:00
40.77898,-73.96925,0.00,10.0,2012-11-16T11:51:00
40.77898,-73.96925,0.00,9.0,2012-11-16T12:51:00
40.77898,-73.96925,0.00,6.0,2012-11-16T13:51:00
40.77898,-73.96925,0.00,5.0,2012-11-16T14:51:00
40.77898,-73.96925,0.00,5.0,2012-11-16T15:51:00
40.77898,-73.96925,0.00,7.0,2012-11-16T16:51:00
40.77898,-73.96925,0.00,6.0,2012-11-16T17:51:00
40.77898,-73.96925,0.00,6.0,2012-11-16T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-16T19:51:00
40.77898,-73.96925,0.00,7.0,2012-11-16T21:51:00
40.77898,-73.96925,0.00,6.0,2012-11-16T22:51:00
40.77898,-73.96925,0.00,7.0,2012-11-16T23:51:00
40.77898,-73.96925,0.00,0.0,2012-11-17T00:51:00
40.77898,-73.96925,0.00,5.0,2012-11-17T01:51:00
40.77898,-73.96925,0.00,5.0,2012-11-17T02:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T03:51:00
40.77898,-73.96925,0.00,7.0,2012-11-17T04:51:00
40.77898,-73.96925,0.00,8.0,2012-11-17T05:51:00
40.77898,-73.96925,0.00,7.0,2012-11-17T06:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T07:51:00
40.77898,-73.96925,0.00,9.0,2012-11-17T08:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T09:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T10:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T11:51:00
40.77898,-73.96925,0.00,3.0,2012-11-17T12:51:00
40.77898,-73.96925,0.00,0.0,2012-11-17T13:51:00
40.77898,-73.96925,0.00,7.0,2012-11-17T14:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T15:51:00
40.77898,-73.96925,0.00,3.0,2012-11-17T16:51:00
40.77898,-73.96925,0.00,5.0,2012-11-17T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-17T18:51:00
40.77898,-73.96925,0.00,3.0,2012-11-17T19:51:00
40.77898,-73.96925,0.00,7.0,2012-11-17T20:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T21:51:00
40.77898,-73.96925,0.00,6.0,2012-11-17T22:51:00
40.77898,-73.96925,0.00,3.0,2012-11-17T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-18T00:51:00
40.77898,-73.96925,0.00,5.0,2012-11-18T01:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T02:51:00
40.77898,-73.96925,0.00,5.0,2012-11-18T03:51:00
40.77898,-73.96925,0.00,5.0,2012-11-18T04:51:00
40.77898,-73.96925,0.00,3.0,2012-11-18T05:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T06:51:00
40.77898,-73.96925,0.00,5.0,2012-11-18T07:51:00
40.77898,-73.96925,0.00,6.0,2012-11-18T08:51:00
40.77898,-73.96925,0.00,10.0,2012-11-18T09:51:00
40.77898,-73.96925,0.00,11.0,2012-11-18T10:51:00
40.77898,-73.96925,0.00,8.0,2012-11-18T11:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T12:51:00
40.77898,-73.96925,0.00,9.0,2012-11-18T13:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T14:51:00
40.77898,-73.96925,0.00,11.0,2012-11-18T15:51:00
40.77898,-73.96925,0.00,8.0,2012-11-18T16:51:00
40.77898,-73.96925,0.00,3.0,2012-11-18T17:51:00
40.77898,-73.96925,0.00,3.0,2012-11-18T18:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T19:51:00
40.77898,-73.96925,0.00,6.0,2012-11-18T20:51:00
40.77898,-73.96925,0.00,3.0,2012-11-18T21:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T22:51:00
40.77898,-73.96925,0.00,7.0,2012-11-18T23:51:00
40.77898,-73.96925,0.00,7.0,2012-11-19T00:51:00
40.77898,-73.96925,0.00,6.0,2012-11-19T01:51:00
40.77898,-73.96925,0.00,8.0,2012-11-19T02:51:00
40.77898,-73.96925,0.00,7.0,2012-11-19T03:51:00
40.77898,-73.96925,0.00,8.0,2012-11-19T04:51:00
40.77898,-73.96925,0.00,6.0,2012-11-19T05:51:00
40.77898,-73.96925,0.00,7.0,2012-11-19T06:51:00
40.77898,-73.96925,0.00,5.0,2012-11-19T07:51:00
40.77898,-73.96925,0.00,6.0,2012-11-19T08:51:00
40.77898,-73.96925,0.00,9.0,2012-11-19T09:51:00
40.77898,-73.96925,0.00,6.0,2012-11-19T10:51:00
40.77898,-73.96925,0.00,10.0,2012-11-19T11:51:00
40.77898,-73.96925,0.00,7.0,2012-11-19T12:51:00
40.77898,-73.96925,0.00,8.0,2012-11-19T13:51:00
40.77898,-73.96925,0.00,11.0,2012-11-19T14:51:00
40.77898,-73.96925,0.00,6.0,2012-11-19T15:51:00
40.77898,-73.96925,0.00,3.0,2012-11-19T16:51:00
40.77898,-73.96925,0.00,0.0,2012-11-19T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-19T18:51:00
40.77898,-73.96925,0.00,3.0,2012-11-19T19:51:00
40.77898,-73.96925,0.00,3.0,2012-11-19T20:51:00
40.77898,-73.96925,0.00,5.0,2012-11-19T21:51:00
40.77898,-73.96925,0.00,0.0,2012-11-19T22:51:00
40.77898,-73.96925,0.00,0.0,2012-11-19T23:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T00:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T01:51:00
40.77898,-73.96925,0.00,7.0,2012-11-20T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T03:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T06:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T07:51:00
40.77898,-73.96925,0.00,7.0,2012-11-20T08:51:00
40.77898,-73.96925,0.00,6.0,2012-11-20T09:51:00
40.77898,-73.96925,0.00,6.0,2012-11-20T10:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T11:51:00
40.77898,-73.96925,0.00,0.0,2012-11-20T12:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T13:51:00
40.77898,-73.96925,0.00,7.0,2012-11-20T14:51:00
40.77898,-73.96925,0.00,0.0,2012-11-20T15:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T16:51:00
40.77898,-73.96925,0.00,6.0,2012-11-20T17:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-20T19:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T20:51:00
40.77898,-73.96925,0.00,0.0,2012-11-20T21:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T22:51:00
40.77898,-73.96925,0.00,3.0,2012-11-20T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T00:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T01:51:00
40.77898,-73.96925,0.00,0.0,2012-11-21T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T03:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T06:51:00
40.77898,-73.96925,0.00,7.0,2012-11-21T07:51:00
40.77898,-73.96925,0.00,8.0,2012-11-21T08:51:00
40.77898,-73.96925,0.00,9.0,2012-11-21T09:51:00
40.77898,-73.96925,0.00,8.0,2012-11-21T10:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T11:51:00
40.77898,-73.96925,0.00,6.0,2012-11-21T12:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T13:51:00
40.77898,-73.96925,0.00,0.0,2012-11-21T14:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T15:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T16:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T17:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T18:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T19:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T20:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T21:51:00
40.77898,-73.96925,0.00,5.0,2012-11-21T22:51:00
40.77898,-73.96925,0.00,3.0,2012-11-21T23:51:00
40.77898,-73.96925,0.00,5.0,2012-11-22T00:51:00
40.77898,-73.96925,0.00,6.0,2012-11-22T01:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T03:51:00
40.77898,-73.96925,0.00,5.0,2012-11-22T04:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T05:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T06:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T07:51:00
40.77898,-73.96925,0.00,6.0,2012-11-22T08:51:00
40.77898,-73.96925,0.00,6.0,2012-11-22T09:51:00
40.77898,-73.96925,0.00,6.0,2012-11-22T10:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T11:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T12:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T13:51:00
40.77898,-73.96925,0.00,3.0,2012-11-22T14:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T15:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T16:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T17:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T18:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T19:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T20:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T21:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T22:51:00
40.77898,-73.96925,0.00,0.0,2012-11-22T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-23T00:51:00
40.77898,-73.96925,0.00,0.0,2012-11-23T01:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T02:51:00
40.77898,-73.96925,0.00,0.0,2012-11-23T03:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T04:51:00
40.77898,-73.96925,0.00,6.0,2012-11-23T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T06:51:00
40.77898,-73.96925,0.00,3.0,2012-11-23T07:51:00
40.77898,-73.96925,0.00,6.0,2012-11-23T08:51:00
40.77898,-73.96925,0.00,10.0,2012-11-23T09:51:00
40.77898,-73.96925,0.00,8.0,2012-11-23T10:51:00
40.77898,-73.96925,0.00,7.0,2012-11-23T11:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T12:51:00
40.77898,-73.96925,0.00,10.0,2012-11-23T13:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T15:51:00
40.77898,-73.96925,0.00,3.0,2012-11-23T16:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T17:51:00
40.77898,-73.96925,0.00,0.0,2012-11-23T18:51:00
40.77898,-73.96925,0.00,7.0,2012-11-23T19:51:00
40.77898,-73.96925,0.00,7.0,2012-11-23T20:51:00
40.77898,-73.96925,0,6.0,2012-11-23T21:51:00
40.77898,-73.96925,0.01,6.0,2012-11-23T22:51:00
40.77898,-73.96925,0.00,5.0,2012-11-23T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-24T00:51:00
40.77898,-73.96925,0.00,15.0,2012-11-24T01:51:00
40.77898,-73.96925,0.00,11.0,2012-11-24T02:51:00
40.77898,-73.96925,0.00,8.0,2012-11-24T03:51:00
40.77898,-73.96925,0.00,8.0,2012-11-24T04:51:00
40.77898,-73.96925,0.00,11.0,2012-11-24T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-24T06:51:00
40.77898,-73.96925,0.00,9.0,2012-11-24T07:51:00
40.77898,-73.96925,0.00,11.0,2012-11-24T08:51:00
40.77898,-73.96925,0.00,16.0,2012-11-24T10:51:00
40.77898,-73.96925,0.00,10.0,2012-11-24T11:51:00
40.77898,-73.96925,0.00,9.0,2012-11-24T12:51:00
40.77898,-73.96925,0.00,7.0,2012-11-24T13:51:00
40.77898,-73.96925,0.00,15.0,2012-11-24T14:51:00
40.77898,-73.96925,0.00,13.0,2012-11-24T15:51:00
40.77898,-73.96925,0.00,6.0,2012-11-24T16:51:00
40.77898,-73.96925,0.00,8.0,2012-11-24T18:51:00
40.77898,-73.96925,0.00,13.0,2012-11-24T19:51:00
40.77898,-73.96925,0.00,11.0,2012-11-24T20:51:00
40.77898,-73.96925,0.00,14.0,2012-11-24T21:51:00
40.77898,-73.96925,0.00,10.0,2012-11-24T22:51:00
40.77898,-73.96925,0.00,10.0,2012-11-24T23:51:00
40.77898,-73.96925,0.00,9.0,2012-11-25T00:51:00
40.77898,-73.96925,0.00,10.0,2012-11-25T01:51:00
40.77898,-73.96925,0.00,6.0,2012-11-25T03:51:00
40.77898,-73.96925,0.00,7.0,2012-11-25T04:51:00
40.77898,-73.96925,0.00,6.0,2012-11-25T05:51:00
40.77898,-73.96925,0.00,5.0,2012-11-25T06:51:00
40.77898,-73.96925,0.00,6.0,2012-11-25T07:51:00
40.77898,-73.96925,0.00,11.0,2012-11-25T08:51:00
40.77898,-73.96925,0.00,8.0,2012-11-25T09:51:00
40.77898,-73.96925,0.00,9.0,2012-11-25T10:51:00
40.77898,-73.96925,0.00,8.0,2012-11-25T11:51:00
40.77898,-73.96925,0.00,6.0,2012-11-25T12:51:00
40.77898,-73.96925,0.00,7.0,2012-11-25T13:51:00
40.77898,-73.96925,0.00,7.0,2012-11-25T14:51:00
40.77898,-73.96925,0.00,5.0,2012-11-25T15:51:00
40.77898,-73.96925,0.00,5.0,2012-11-25T16:51:00
40.77898,-73.96925,0.00,6.0,2012-11-25T17:51:00
40.77898,-73.96925,0.00,9.0,2012-11-25T18:51:00
40.77898,-73.96925,0.00,7.0,2012-11-25T19:51:00
40.77898,-73.96925,0.00,7.0,2012-11-25T20:51:00
40.77898,-73.96925,0.00,3.0,2012-11-25T21:51:00
40.77898,-73.96925,0.00,3.0,2012-11-25T23:51:00
40.77898,-73.96925,0.00,6.0,2012-11-26T00:51:00
40.77898,-73.96925,0.00,3.0,2012-11-26T01:51:00
40.77898,-73.96925,0.00,7.0,2012-11-26T02:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T04:51:00
40.77898,-73.96925,0.00,6.0,2012-11-26T05:51:00
40.77898,-73.96925,0.00,6.0,2012-11-26T06:51:00
40.77898,-73.96925,0.00,3.0,2012-11-26T07:51:00
40.77898,-73.96925,0.00,8.0,2012-11-26T08:51:00
40.77898,-73.96925,0.00,9.0,2012-11-26T09:51:00
40.77898,-73.96925,0.00,9.0,2012-11-26T10:51:00
40.77898,-73.96925,0.00,7.0,2012-11-26T11:51:00
40.77898,-73.96925,0.00,7.0,2012-11-26T12:51:00
40.77898,-73.96925,0.00,6.0,2012-11-26T13:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T14:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T15:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T16:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T17:51:00
40.77898,-73.96925,0.00,3.0,2012-11-26T18:51:00
40.77898,-73.96925,0.00,3.0,2012-11-26T19:51:00
40.77898,-73.96925,0.00,0.0,2012-11-26T20:51:00
40.77898,-73.96925,0.00,6.0,2012-11-26T21:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T22:51:00
40.77898,-73.96925,0.00,5.0,2012-11-26T23:51:00
40.77898,-73.96925,0.00,3.0,2012-11-27T00:51:00
40.77898,-73.96925,0.00,7.0,2012-11-27T01:51:00
40.77898,-73.96925,0.00,0.0,2012-11-27T02:51:00
40.77898,-73.96925,0.00,3.0,2012-11-27T03:51:00
40.77898,-73.96925,0.00,6.0,2012-11-27T04:51:00
40.77898,-73.96925,0.00,5.0,2012-11-27T05:51:00
40.77898,-73.96925,0,6.0,2012-11-27T07:51:00
40.77898,-73.96925,0,6.0,2012-11-27T08:21:00
40.77898,-73.96925,0.01,6.0,2012-11-27T08:51:00
