LATITUDE,LONGITUDE,HourlyPrecipitation,HourlyWindSpeed,DATES
40.77898,-73.96925,0.00,9.0,2013-06-30T13:51:00
40.77898,-73.96925,0,8.0,2013-06-30T14:35:00
40.77898,-73.96925,0,3.0,2013-06-30T14:51:00
40.77898,-73.96925,0,5.0,2013-06-30T15:51:00
40.77898,-73.96925,0.00,3.0,2013-06-30T16:51:00
40.77898,-73.96925,0.00,3.0,2013-06-30T17:51:00
40.77898,-73.96925,0.00,0.0,2013-06-30T18:51:00
40.77898,-73.96925,0.00,5.0,2013-06-30T19:51:00
40.77898,-73.96925,0.00,5.0,2013-06-30T20:51:00
40.77898,-73.96925,0.00,3.0,2013-06-30T21:51:00
40.77898,-73.96925,0.00,3.0,2013-06-30T22:51:00
40.77898,-73.96925,0.00,0.0,2013-06-30T23:51:00
40.77898,-73.96925,0.00,0.0,2013-07-01T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-01T01:51:00
40.77898,-73.96925,0.00,0.0,2013-07-01T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-01T03:51:00
40.77898,-73.96925,0.00,0.0,2013-07-01T04:51:00
40.77898,-73.96925,0.00,5.0,2013-07-01T05:51:00
40.77898,-73.96925,0.00,5.0,2013-07-01T07:51:00
40.77898,-73.96925,0.05,7.0,2013-07-01T08:51:00
40.77898,-73.96925,0.04,8.0,2013-07-01T08:58:00
40.77898,-73.96925,0.59,9.0,2013-07-01T09:14:00
40.77898,-73.96925,0.60,9.0,2013-07-01T09:18:00
40.77898,-73.96925,0.57,5.0,2013-07-01T09:51:00
40.77898,-73.96925,0.01,5.0,2013-07-01T10:07:00
40.77898,-73.96925,0.05,5.0,2013-07-01T10:11:00
40.77898,-73.96925,0.09,5.0,2013-07-01T10:16:00
40.77898,-73.96925,0.16,0.0,2013-07-01T10:25:00
40.77898,-73.96925,0.18,0.0,2013-07-01T10:32:00
40.77898,-73.96925,0.18,0.0,2013-07-01T10:49:00
40.77898,-73.96925,0.18,0.0,2013-07-01T10:51:00
40.77898,-73.96925,0.01,5.0,2013-07-01T11:51:00
40.77898,-73.96925,0,3.0,2013-07-01T12:51:00
40.77898,-73.96925,0,5.0,2013-07-01T13:16:00
40.77898,-73.96925,0.01,3.0,2013-07-01T13:59:00
40.77898,-73.96925,0.01,6.0,2013-07-01T14:26:00
40.77898,-73.96925,0.01,5.0,2013-07-01T14:37:00
40.77898,-73.96925,0,6.0,2013-07-01T14:51:00
40.77898,-73.96925,0,0.0,2013-07-01T14:58:00
40.77898,-73.96925,0,6.0,2013-07-01T15:06:00
40.77898,-73.96925,0,7.0,2013-07-01T15:34:00
40.77898,-73.96925,0,6.0,2013-07-01T15:51:00
40.77898,-73.96925,0,5.0,2013-07-01T16:11:00
40.77898,-73.96925,0,7.0,2013-07-01T16:29:00
40.77898,-73.96925,0,6.0,2013-07-01T16:48:00
40.77898,-73.96925,0.00,5.0,2013-07-01T16:51:00
40.77898,-73.96925,0.00,0.0,2013-07-01T17:51:00
40.77898,-73.96925,0.00,3.0,2013-07-01T19:51:00
40.77898,-73.96925,0.00,3.0,2013-07-01T20:51:00
40.77898,-73.96925,0.00,3.0,2013-07-01T21:51:00
40.77898,-73.96925,0.00,5.0,2013-07-01T22:51:00
40.77898,-73.96925,0.00,3.0,2013-07-01T23:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-02T01:51:00
40.77898,-73.96925,0,3.0,2013-07-02T03:02:00
40.77898,-73.96925,0.00,0.0,2013-07-02T03:51:00
40.77898,-73.96925,0,3.0,2013-07-02T04:51:00
40.77898,-73.96925,0.00,5.0,2013-07-02T05:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T06:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T07:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T08:51:00
40.77898,-73.96925,0.00,3.0,2013-07-02T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T10:51:00
40.77898,-73.96925,0,5.0,2013-07-02T11:51:00
40.77898,-73.96925,0.01,3.0,2013-07-02T12:51:00
40.77898,-73.96925,0.00,3.0,2013-07-02T13:51:00
40.77898,-73.96925,0.00,5.0,2013-07-02T14:51:00
40.77898,-73.96925,0.00,5.0,2013-07-02T15:51:00
40.77898,-73.96925,0.00,3.0,2013-07-02T16:51:00
40.77898,-73.96925,0.00,0.0,2013-07-02T17:51:00
40.77898,-73.96925,0,0.0,2013-07-02T18:51:00
40.77898,-73.96925,0.07,3.0,2013-07-02T19:51:00
40.77898,-73.96925,0.00,6.0,2013-07-02T20:51:00
40.77898,-73.96925,0,3.0,2013-07-02T21:51:00
40.77898,-73.96925,0.00,6.0,2013-07-02T23:51:00
40.77898,-73.96925,0.00,6.0,2013-07-03T00:51:00
40.77898,-73.96925,0.00,6.0,2013-07-03T01:51:00
40.77898,-73.96925,0.00,7.0,2013-07-03T02:51:00
40.77898,-73.96925,0.00,6.0,2013-07-03T03:51:00
40.77898,-73.96925,0.00,5.0,2013-07-03T04:51:00
40.77898,-73.96925,0.00,6.0,2013-07-03T05:51:00
40.77898,-73.96925,0.00,5.0,2013-07-03T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-03T07:51:00
40.77898,-73.96925,0.00,7.0,2013-07-03T08:51:00
40.77898,-73.96925,0.00,5.0,2013-07-03T10:51:00
40.77898,-73.96925,0.00,3.0,2013-07-03T11:51:00
40.77898,-73.96925,0.00,7.0,2013-07-03T12:51:00
40.77898,-73.96925,0.01,6.0,2013-07-03T13:18:00
40.77898,-73.96925,0.42,5.0,2013-07-03T13:51:00
40.77898,-73.96925,0,0.0,2013-07-03T13:59:00
40.77898,-73.96925,0,5.0,2013-07-03T14:09:00
40.77898,-73.96925,0.01,0.0,2013-07-03T14:51:00
40.77898,-73.96925,0.00,5.0,2013-07-03T15:51:00
40.77898,-73.96925,0.00,3.0,2013-07-03T16:51:00
40.77898,-73.96925,0.05,0.0,2013-07-03T17:46:00
40.77898,-73.96925,0.09,3.0,2013-07-03T17:51:00
40.77898,-73.96925,0,0.0,2013-07-03T17:53:00
40.77898,-73.96925,0.04,0.0,2013-07-03T18:03:00
40.77898,-73.96925,0.04,0.0,2013-07-03T18:11:00
40.77898,-73.96925,0.01,0.0,2013-07-03T18:51:00
40.77898,-73.96925,0.00,0.0,2013-07-03T19:51:00
40.77898,-73.96925,0.00,0.0,2013-07-03T20:51:00
40.77898,-73.96925,0.00,3.0,2013-07-03T21:51:00
40.77898,-73.96925,0.00,5.0,2013-07-03T22:51:00
40.77898,-73.96925,0.00,7.0,2013-07-03T23:51:00
40.77898,-73.96925,0.00,5.0,2013-07-04T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T02:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T03:51:00
40.77898,-73.96925,0.00,5.0,2013-07-04T04:51:00
40.77898,-73.96925,0.00,0.0,2013-07-04T05:51:00
40.77898,-73.96925,0.00,0.0,2013-07-04T06:51:00
40.77898,-73.96925,0.00,7.0,2013-07-04T07:51:00
40.77898,-73.96925,0.00,5.0,2013-07-04T08:51:00
40.77898,-73.96925,0.00,0.0,2013-07-04T09:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T11:51:00
40.77898,-73.96925,0.00,6.0,2013-07-04T12:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T13:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T16:51:00
40.77898,-73.96925,0.00,5.0,2013-07-04T17:51:00
40.77898,-73.96925,0.00,5.0,2013-07-04T18:51:00
40.77898,-73.96925,0.00,3.0,2013-07-04T19:51:00
40.77898,-73.96925,0.00,8.0,2013-07-04T21:51:00
40.77898,-73.96925,0.00,10.0,2013-07-04T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-05T00:51:00
40.77898,-73.96925,0.00,5.0,2013-07-05T01:51:00
40.77898,-73.96925,0.00,7.0,2013-07-05T02:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T03:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T04:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T05:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T06:51:00
40.77898,-73.96925,0.00,0.0,2013-07-05T07:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T09:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T10:51:00
40.77898,-73.96925,0.00,5.0,2013-07-05T11:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T12:51:00
40.77898,-73.96925,0.00,7.0,2013-07-05T14:51:00
40.77898,-73.96925,0.00,7.0,2013-07-05T15:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T16:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T17:51:00
40.77898,-73.96925,0.00,7.0,2013-07-05T18:51:00
40.77898,-73.96925,0.00,5.0,2013-07-05T19:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T20:51:00
40.77898,-73.96925,0.00,5.0,2013-07-05T21:51:00
40.77898,-73.96925,0.00,3.0,2013-07-05T22:51:00
40.77898,-73.96925,0.00,6.0,2013-07-05T23:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T01:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T02:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T03:51:00
40.77898,-73.96925,0.00,7.0,2013-07-06T04:51:00
40.77898,-73.96925,0.00,7.0,2013-07-06T05:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T07:51:00
40.77898,-73.96925,0.00,0.0,2013-07-06T08:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-06T10:51:00
40.77898,-73.96925,0.00,7.0,2013-07-06T11:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T12:51:00
40.77898,-73.96925,0.00,3.0,2013-07-06T13:51:00
40.77898,-73.96925,0.00,5.0,2013-07-06T14:51:00
40.77898,-73.96925,0.00,7.0,2013-07-06T15:51:00
40.77898,-73.96925,0.00,8.0,2013-07-06T16:51:00
40.77898,-73.96925,0.00,8.0,2013-07-06T17:51:00
40.77898,-73.96925,0.00,6.0,2013-07-06T18:51:00
40.77898,-73.96925,0.00,5.0,2013-07-06T19:51:00
40.77898,-73.96925,0.00,0.0,2013-07-06T20:51:00
40.77898,-73.96925,0.00,0.0,2013-07-06T21:51:00
40.77898,-73.96925,0.00,7.0,2013-07-06T22:51:00
40.77898,-73.96925,0.00,9.0,2013-07-06T23:51:00
40.77898,-73.96925,0.00,5.0,2013-07-07T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T01:51:00
40.77898,-73.96925,0.00,6.0,2013-07-07T02:51:00
40.77898,-73.96925,0.00,6.0,2013-07-07T03:51:00
40.77898,-73.96925,0.00,7.0,2013-07-07T04:51:00
40.77898,-73.96925,0.00,7.0,2013-07-07T05:51:00
40.77898,-73.96925,0.00,0.0,2013-07-07T06:51:00
40.77898,-73.96925,0.00,0.0,2013-07-07T07:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T08:51:00
40.77898,-73.96925,0.00,0.0,2013-07-07T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-07T11:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T12:51:00
40.77898,-73.96925,0.00,6.0,2013-07-07T13:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T14:51:00
40.77898,-73.96925,0.00,8.0,2013-07-07T16:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T17:51:00
40.77898,-73.96925,0.00,9.0,2013-07-07T18:51:00
40.77898,-73.96925,0.00,6.0,2013-07-07T19:51:00
40.77898,-73.96925,0.00,5.0,2013-07-07T20:51:00
40.77898,-73.96925,0.00,5.0,2013-07-07T21:51:00
40.77898,-73.96925,0.00,3.0,2013-07-07T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-07T23:51:00
40.77898,-73.96925,0.00,0.0,2013-07-08T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-08T01:51:00
40.77898,-73.96925,0.00,5.0,2013-07-08T02:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T03:51:00
40.77898,-73.96925,0.00,5.0,2013-07-08T04:51:00
40.77898,-73.96925,0.00,5.0,2013-07-08T05:51:00
40.77898,-73.96925,0.00,8.0,2013-07-08T06:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T07:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T08:51:00
40.77898,-73.96925,0.00,0.0,2013-07-08T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-08T10:51:00
40.77898,-73.96925,0.00,7.0,2013-07-08T12:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T13:51:00
40.77898,-73.96925,0.00,3.0,2013-07-08T14:51:00
40.77898,-73.96925,0.00,3.0,2013-07-08T15:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T16:51:00
40.77898,-73.96925,0.00,3.0,2013-07-08T17:51:00
40.77898,-73.96925,0.00,7.0,2013-07-08T18:51:00
40.77898,-73.96925,0,13.0,2013-07-08T19:01:00
40.77898,-73.96925,0.22,0.0,2013-07-08T19:08:00
40.77898,-73.96925,0.22,0.0,2013-07-08T19:16:00
40.77898,-73.96925,0.22,3.0,2013-07-08T19:24:00
40.77898,-73.96925,0.22,6.0,2013-07-08T19:51:00
40.77898,-73.96925,0.00,6.0,2013-07-08T21:51:00
40.77898,-73.96925,0.00,7.0,2013-07-08T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-09T01:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T02:51:00
40.77898,-73.96925,0.00,3.0,2013-07-09T03:51:00
40.77898,-73.96925,0.00,3.0,2013-07-09T04:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T05:51:00
40.77898,-73.96925,0.00,6.0,2013-07-09T06:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T07:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T08:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T09:51:00
40.77898,-73.96925,0.00,7.0,2013-07-09T10:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T11:51:00
40.77898,-73.96925,0.00,6.0,2013-07-09T12:51:00
40.77898,-73.96925,0.00,7.0,2013-07-09T13:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T14:51:00
40.77898,-73.96925,0.02,15.0,2013-07-09T15:33:00
40.77898,-73.96925,0.17,3.0,2013-07-09T15:46:00
40.77898,-73.96925,0.17,0.0,2013-07-09T15:51:00
40.77898,-73.96925,0.00,3.0,2013-07-09T16:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T17:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T18:51:00
40.77898,-73.96925,0.03,5.0,2013-07-09T19:55:00
40.77898,-73.96925,0.06,6.0,2013-07-09T20:03:00
40.77898,-73.96925,0,3.0,2013-07-09T20:51:00
40.77898,-73.96925,0.00,0.0,2013-07-09T21:51:00
40.77898,-73.96925,0.00,3.0,2013-07-09T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-09T23:51:00
40.77898,-73.96925,0,3.0,2013-07-10T00:51:00
40.77898,-73.96925,0.00,0.0,2013-07-10T01:51:00
40.77898,-73.96925,0.00,3.0,2013-07-10T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-10T03:51:00
40.77898,-73.96925,0.00,0.0,2013-07-10T04:51:00
40.77898,-73.96925,0.00,0.0,2013-07-10T05:51:00
40.77898,-73.96925,0.00,7.0,2013-07-10T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-10T07:51:00
40.77898,-73.96925,0.00,6.0,2013-07-10T08:51:00
40.77898,-73.96925,0.00,3.0,2013-07-10T09:51:00
40.77898,-73.96925,0.00,6.0,2013-07-10T10:51:00
40.77898,-73.96925,0.00,7.0,2013-07-10T11:51:00
40.77898,-73.96925,0,7.0,2013-07-10T13:39:00
40.77898,-73.96925,0,6.0,2013-07-10T13:48:00
40.77898,-73.96925,0.00,6.0,2013-07-10T13:51:00
40.77898,-73.96925,0.00,7.0,2013-07-10T14:51:00
40.77898,-73.96925,0.00,6.0,2013-07-10T15:51:00
40.77898,-73.96925,0.00,5.0,2013-07-10T17:51:00
40.77898,-73.96925,0.00,3.0,2013-07-10T18:51:00
40.77898,-73.96925,0.00,8.0,2013-07-10T20:51:00
40.77898,-73.96925,0.00,7.0,2013-07-10T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-10T23:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T01:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-11T03:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T04:51:00
40.77898,-73.96925,0.00,5.0,2013-07-11T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T07:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T08:51:00
40.77898,-73.96925,0,5.0,2013-07-11T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-11T10:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T11:51:00
40.77898,-73.96925,0.00,5.0,2013-07-11T12:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T13:51:00
40.77898,-73.96925,0.00,0.0,2013-07-11T14:51:00
40.77898,-73.96925,0.00,3.0,2013-07-11T15:51:00
40.77898,-73.96925,0.00,5.0,2013-07-11T16:51:00
40.77898,-73.96925,0.00,7.0,2013-07-11T17:51:00
40.77898,-73.96925,0.00,5.0,2013-07-11T18:51:00
40.77898,-73.96925,0.00,0.0,2013-07-11T19:51:00
40.77898,-73.96925,0.00,7.0,2013-07-11T20:51:00
40.77898,-73.96925,0.00,6.0,2013-07-11T21:51:00
40.77898,-73.96925,0.00,8.0,2013-07-11T22:51:00
40.77898,-73.96925,0.00,5.0,2013-07-11T23:51:00
40.77898,-73.96925,0.00,7.0,2013-07-12T00:51:00
40.77898,-73.96925,0.00,8.0,2013-07-12T02:51:00
40.77898,-73.96925,0.00,7.0,2013-07-12T03:51:00
40.77898,-73.96925,0.00,6.0,2013-07-12T04:51:00
40.77898,-73.96925,0.00,8.0,2013-07-12T05:51:00
40.77898,-73.96925,0.00,9.0,2013-07-12T06:51:00
40.77898,-73.96925,0.00,9.0,2013-07-12T07:51:00
40.77898,-73.96925,0.00,15.0,2013-07-12T08:51:00
40.77898,-73.96925,0.00,17.0,2013-07-12T09:51:00
40.77898,-73.96925,0.00,14.0,2013-07-12T10:51:00
40.77898,-73.96925,0.00,14.0,2013-07-12T11:51:00
40.77898,-73.96925,0.00,10.0,2013-07-12T12:51:00
40.77898,-73.96925,0.01,6.0,2013-07-12T13:51:00
40.77898,-73.96925,0.01,8.0,2013-07-12T14:27:00
40.77898,-73.96925,0,8.0,2013-07-12T14:51:00
40.77898,-73.96925,0.01,10.0,2013-07-12T15:51:00
40.77898,-73.96925,0,7.0,2013-07-12T16:51:00
40.77898,-73.96925,0,7.0,2013-07-12T17:51:00
40.77898,-73.96925,0,7.0,2013-07-12T18:29:00
40.77898,-73.96925,0.01,5.0,2013-07-12T18:51:00
40.77898,-73.96925,0,6.0,2013-07-12T19:03:00
40.77898,-73.96925,0.02,9.0,2013-07-12T19:12:00
40.77898,-73.96925,0.03,11.0,2013-07-12T19:21:00
40.77898,-73.96925,0.04,8.0,2013-07-12T19:31:00
40.77898,-73.96925,0.06,13.0,2013-07-12T19:39:00
40.77898,-73.96925,0.09,13.0,2013-07-12T19:46:00
40.77898,-73.96925,0.13,11.0,2013-07-12T19:51:00
40.77898,-73.96925,0.01,13.0,2013-07-12T19:58:00
40.77898,-73.96925,0.01,9.0,2013-07-12T20:51:00
40.77898,-73.96925,0.01,8.0,2013-07-12T21:04:00
40.77898,-73.96925,0.01,13.0,2013-07-12T21:12:00
40.77898,-73.96925,0.01,14.0,2013-07-12T21:51:00
40.77898,-73.96925,0.03,6.0,2013-07-12T22:51:00
40.77898,-73.96925,0.02,9.0,2013-07-12T23:04:00
40.77898,-73.96925,0.04,6.0,2013-07-12T23:29:00
40.77898,-73.96925,0.04,10.0,2013-07-12T23:51:00
40.77898,-73.96925,0.01,7.0,2013-07-13T00:51:00
40.77898,-73.96925,0,8.0,2013-07-13T01:25:00
40.77898,-73.96925,0,9.0,2013-07-13T01:51:00
40.77898,-73.96925,0.00,9.0,2013-07-13T02:51:00
40.77898,-73.96925,0,6.0,2013-07-13T03:11:00
40.77898,-73.96925,0.01,8.0,2013-07-13T03:43:00
40.77898,-73.96925,0.01,8.0,2013-07-13T03:51:00
40.77898,-73.96925,0.01,7.0,2013-07-13T04:46:00
40.77898,-73.96925,0.01,9.0,2013-07-13T04:51:00
40.77898,-73.96925,0.00,9.0,2013-07-13T05:51:00
40.77898,-73.96925,0.00,6.0,2013-07-13T06:51:00
40.77898,-73.96925,0,6.0,2013-07-13T07:20:00
40.77898,-73.96925,0.02,6.0,2013-07-13T07:31:00
40.77898,-73.96925,0.02,6.0,2013-07-13T07:51:00
40.77898,-73.96925,0.00,5.0,2013-07-13T08:51:00
40.77898,-73.96925,0.00,8.0,2013-07-13T09:51:00
40.77898,-73.96925,0.00,5.0,2013-07-13T10:51:00
40.77898,-73.96925,0.00,7.0,2013-07-13T11:51:00
40.77898,-73.96925,0.00,11.0,2013-07-13T12:51:00
40.77898,-73.96925,0.00,8.0,2013-07-13T13:51:00
40.77898,-73.96925,0.00,3.0,2013-07-13T14:51:00
40.77898,-73.96925,0.00,0.0,2013-07-13T15:51:00
40.77898,-73.96925,0.00,8.0,2013-07-13T16:51:00
40.77898,-73.96925,0.00,0.0,2013-07-13T17:51:00
40.77898,-73.96925,0.00,0.0,2013-07-13T18:51:00
40.77898,-73.96925,0.00,5.0,2013-07-13T19:51:00
40.77898,-73.96925,0.00,7.0,2013-07-13T20:51:00
40.77898,-73.96925,0.00,0.0,2013-07-13T21:51:00
40.77898,-73.96925,0.00,0.0,2013-07-13T22:51:00
40.77898,-73.96925,0,0.0,2013-07-13T23:02:00
40.77898,-73.96925,0.01,3.0,2013-07-13T23:43:00
40.77898,-73.96925,0.01,0.0,2013-07-13T23:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T01:51:00
40.77898,-73.96925,0.00,0.0,2013-07-14T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-14T03:51:00
40.77898,-73.96925,0.00,0.0,2013-07-14T04:51:00
40.77898,-73.96925,0.00,6.0,2013-07-14T05:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T06:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T07:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T08:51:00
40.77898,-73.96925,0.00,8.0,2013-07-14T09:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T10:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T11:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T12:51:00
40.77898,-73.96925,0.00,0.0,2013-07-14T13:51:00
40.77898,-73.96925,0.00,7.0,2013-07-14T14:51:00
40.77898,-73.96925,0.00,6.0,2013-07-14T15:51:00
40.77898,-73.96925,0.00,7.0,2013-07-14T16:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T17:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T18:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T19:51:00
40.77898,-73.96925,0.00,6.0,2013-07-14T20:51:00
40.77898,-73.96925,0.00,5.0,2013-07-14T21:51:00
40.77898,-73.96925,0.00,3.0,2013-07-14T22:51:00
40.77898,-73.96925,0.00,6.0,2013-07-14T23:51:00
40.77898,-73.96925,0.00,8.0,2013-07-15T00:51:00
40.77898,-73.96925,0.00,6.0,2013-07-15T01:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T02:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T03:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T04:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T05:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T07:51:00
40.77898,-73.96925,0.00,6.0,2013-07-15T08:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T09:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T10:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T11:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T12:51:00
40.77898,-73.96925,0.00,7.0,2013-07-15T13:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T14:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T15:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T16:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T17:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T18:51:00
40.77898,-73.96925,0.00,5.0,2013-07-15T19:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T20:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T21:51:00
40.77898,-73.96925,0.00,3.0,2013-07-15T22:51:00
40.77898,-73.96925,0.00,0.0,2013-07-15T23:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-16T01:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T03:51:00
40.77898,-73.96925,0.00,3.0,2013-07-16T04:51:00
40.77898,-73.96925,0.00,3.0,2013-07-16T05:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T06:51:00
40.77898,-73.96925,0.00,6.0,2013-07-16T07:51:00
40.77898,-73.96925,0.00,6.0,2013-07-16T08:51:00
40.77898,-73.96925,0.00,9.0,2013-07-16T09:51:00
40.77898,-73.96925,0.00,3.0,2013-07-16T10:51:00
40.77898,-73.96925,0.00,6.0,2013-07-16T11:51:00
40.77898,-73.96925,0.00,7.0,2013-07-16T12:51:00
40.77898,-73.96925,0.00,8.0,2013-07-16T13:51:00
40.77898,-73.96925,0.00,8.0,2013-07-16T14:51:00
40.77898,-73.96925,0.00,13.0,2013-07-16T15:51:00
40.77898,-73.96925,0.00,9.0,2013-07-16T16:51:00
40.77898,-73.96925,0.00,7.0,2013-07-16T17:51:00
40.77898,-73.96925,0.00,6.0,2013-07-16T18:51:00
40.77898,-73.96925,0.00,5.0,2013-07-16T19:51:00
40.77898,-73.96925,0.00,5.0,2013-07-16T20:51:00
40.77898,-73.96925,0.00,5.0,2013-07-16T21:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T22:51:00
40.77898,-73.96925,0.00,0.0,2013-07-16T23:51:00
40.77898,-73.96925,0.00,3.0,2013-07-17T00:51:00
40.77898,-73.96925,0.00,3.0,2013-07-17T01:51:00
40.77898,-73.96925,0.00,0.0,2013-07-17T02:51:00
40.77898,-73.96925,0.00,0.0,2013-07-17T03:51:00
40.77898,-73.96925,0.00,0.0,2013-07-17T04:51:00
40.77898,-73.96925,0.00,0.0,2013-07-17T05:51:00
40.77898,-73.96925,0.00,5.0,2013-07-17T06:51:00
40.77898,-73.96925,0.00,3.0,2013-07-17T07:51:00
40.77898,-73.96925,0.00,3.0,2013-07-17T08:51:00
40.77898,-73.96925,0.00,5.0,2013-07-17T09:51:00
40.77898,-73.96925,0.00,6.0,2013-07-17T11:51:00
